Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Nhỉnh 3 tỷ: Chính chủ bán 180m2, MT 8.5m, sát nhà máy in tiền xã Phú Cát","3,78 tỷ",180 m²,Không có thông tin,Không có thông tin,"Quốc Oai, Hà Nội","Đường Vai Réo, Xã Phú Cát, Quốc Oai, Hà Nội"
"Cắt lỗ 60m2 ngay trục chính Cổ Đông Sơn Tây, gần Quốc Lộ 21, trường Lục Quân, Hòa Lạc FPT, CNC","1,65 tỷ",60 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Sơn Tây, Hà Nội"
"Chính chủ bán gấp 61m2 2 mặt thoáng cách QL21 300m, 5p di chuyển ra ĐHQG HN","1,55 tỷ",61 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Sơn Tây, Hà Nội"
Chính chủ bán lô góc 60m2 ngay trục chính thôn xã Bình Yên giá chỉ quanh 2 tỷ,Giá thỏa thuận,60 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội"
Gia chủ làm ăn lộc phát có nhu cầu chuyển đổi căn to nên bán căn Vin TL full nội thất - giá 20. Xỷ,"20,5 tỷ",106 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
Bán khách sạn 4* mặt phố Nguyễn Thái Học quận Ba Đình đẳng cấp siêu VIP 210m 10T Mt 8.7m giá 185 tỷ,184 tỷ,210 m²,40,40,"Ba Đình, Hà Nội","Đường Nguyễn Thái Học, Phường Điện Biên, Ba Đình, Hà Nội"
"Em Tuân VID Mê Linh có 20 lô biệt thự và liền kề tại khu đô thị Hà Phong, tài chính 10 tỷ đến 40 tỷ",Giá thỏa thuận,250 m²,Không có thông tin,Không có thông tin,"Mê Linh, Hà Nội","Dự án Hà Phong, Đường Hà Phong, Xã Tiền Phong, Mê Linh, Hà Nội"
"Bán gấp Căn hộ dịch vụ 5 x 26m, Lê Đức Thọ, 5 tầng, 17 Phòng 65tr/ tháng, hẻm 8m, giá 12.7tỷ","12,7 tỷ",130 m²,17,17,"Gò Vấp, Hồ Chí Minh","Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
"Em bán Vin Green Villas từ đầu CĐT bán nên có nhiều căn trên thị trường không có, chuyên nghiệp!","67,78 tỷ",474 m²,5,5,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Green Villas, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội."
Biệt thự đơn lập Vinhomes Green Villas cần bán nhanh diện tích 200m2 giá 220 triệu/m² giá quá tốt!,44 tỷ,200 m²,5,5,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Green Villas, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
"Bán nhà riêng tại Quang Trung, La Khê, Hà Đông, Hà Nội, giá 11,5 tỷ, 92m2","11,5 tỷ",92 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Số 31 ngõ 12, Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội"
"Quỹ 3 căn cuối cùng CĐT, giá đầu tư 475m2 - 143tr/m2(vườn rộng, nhà rộng) qúa rẻ ạ - Sẵn sổ đỏ ngay",68 tỷ,475 m²,Không có thông tin,Không có thông tin,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Green Villas, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
"Bán biệt thự VIP 190m2 tại Trung Hòa, Cầu Giấy, HN, giá 83 tỷ VND, cực đẹp, nhiều tiện ích",83 tỷ,190 m²,4,6,"Cầu Giấy, Hà Nội","Phường Trung Hòa, Cầu Giấy, Hà Nội"
BÁN NHÀ - PHỐ NGUYỄN LÂN - PHÂN LÔ - Ô TÔ - PHONG CÁCH - LUXURY - 40M X 5 TẦNG,"10,2 tỷ",40 m²,3,4,"Thanh Xuân, Hà Nội","Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội"
"LÔ GÓC SIÊU ĐẸP 103M LIÊN HÀ, VỊ TRÍ TRUNG TÂM LÀNG NGHỀ, CẠNH DỰ ÁN KHU LIÊN HỢP THỂ THAO T&T",Giá thỏa thuận,103 m²,Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Đường Liên Hà, Xã Liên Hà, Đông Anh, Hà Nội"
Cam kết giá tốt nhất không thể bỏ lỡ 2PN 2WC 73 tầng cao full nội thất decor chỉ 4 tỷ bao thuế phí,4 tỷ,73 m²,2,2,"Quận 9, Hồ Chí Minh","Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
"MT 9m đường Núi Thành, 270m2 sát Tiểu La,xây building/căn hộ đẹp nhất trung tâm HCường Bắc,Hải Châu","29,7 tỷ",270 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng"
Bán nhà phố chính chủ khu đồng bộ giá mềm trục đường Trường Chinh tân thới nhất,"7,4 tỷ",72 m²,4,6,"Quận 12, Hồ Chí Minh","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
"GẤP GẤP Chủ cần bán gấp nhà 6x10m diện tích 60m2, đường 5 Bình Trưng Tây giá Ngộp 5,2 tỷ","5,2 tỷ",60 m²,2,2,"Quận 2, Hồ Chí Minh","Đường 5, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Bán Cực Gấp Biệt Thự An Quý Villa Dương Nội. Siêu Rẻ 180m2 - Rẻ Hơn CDT 10 Tỷ. LH 0988 839 ***,"32,5 tỷ",180 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","An Quý Villa - KĐT Dương Nội, Dương Nội, Hà Đông, Hà Nội"
"Đất giáp mặt hồ, vị trí đẹp nhất khu vực hồ Suối Rao, DT 120*50m có 600m2 thổ cư, LH chủ 0901 668 ***",18 tỷ,6.102 m²,Không có thông tin,Không có thông tin,"Châu Đức, Bà Rịa Vũng Tàu","Xã Suối Rao, Châu Đức, Bà Rịa Vũng Tàu"
"Bán căn 2PN, 3PN toà CT1, CT2, CT3, CT5, CT6 Văn Khê, La Khê Hà Đông. LH-0982 511 ***","4,3 tỷ",105 m²,3,2,"Hà Đông, Hà Nội","Dự án Văn Khê, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội"
"Chỉ hơn 200tr anh chị đã sở hữu lô đất view hồ thoáng mát, nghỉ dưỡng chill chill siêu đẹp",250 triệu,117 m²,Không có thông tin,Không có thông tin,"Thạch Thành, Thanh Hóa","Xã Thành Mỹ, Thạch Thành, Thanh Hóa"
"BÁN NHÀ LINH ĐÀM - PHÂN LÔ VIP - Ô TÔ TRÁNH - KINH DOANH ĐỈNH - 80M, MẶT TIỀN 6M - CHỈ 23,5 TỶ","23,5 tỷ",80 m²,5,5,"Hoàng Mai, Hà Nội","KĐT Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
"Chuyển nhượng tòa S2.11, 2PN + sổ đỏ trao ngay, chỉ dưới 2,7 tỷ","2,7 tỷ","55,6 m²",3,2,"Gia Lâm, Hà Nội","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội"
Chỉ hơn 600 triệu sở hữu ngay dàn lô f0 sổ hồng thổ cư mặt tiền đường nhựa tại Hồ Đá Bàng LakeSide,Giá thỏa thuận,220 m²,Không có thông tin,Không có thông tin,"Long Đất, Bà Rịa Vũng Tàu","Xã Long Tân, Long Đất, Bà Rịa Vũng Tàu"
"Bán nhà 6T thang máy, phố Yên Lãng, Đống Đa, Hà Nội, DT 56m2, sổ đẹp 2 thoáng, giá 15,5 tỷ full NT","15,5 tỷ",56 m²,6,5,"Đống Đa, Hà Nội","Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội"
"Hẻm Vip 2 xe hơi kỳ Đồng, P9, Quận 3. Có hẻm sau 6m 8 X 20m hầm, 3 lầu 34 tỷ",34 tỷ,163 m²,Không có thông tin,Không có thông tin,"Quận 3, Hồ Chí Minh","Đường Kỳ Đồng, Phường 9, Quận 3, Hồ Chí Minh"
"MT Tôn Thất Tùng, P. Bến Thành, Quận 1. 4.4 x17m 4 lầu HĐT: 80tr giá 32 tỷ TL",32 tỷ,"74,9 m²",Không có thông tin,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Tôn Thất Tùng, Phường Bến Thành, Quận 1, Hồ Chí Minh"
Em có quỹ căn của tòa 'The Sola Park' giá rẻ chỉ từ 62tr/m của chủ đầu tư MIK tại Vinhome Smart,"3,8 tỷ",62 m²,2,2,"Nam Từ Liêm, Hà Nội","Imperia Sola Park, Tây Mỗ, Nam Từ Liêm, Hà Nội"
Danh sách các căn biệt thự giá cực tốt đầu tư tại dự án vinaconex KĐT Quang Minh - ML - HN,14 tỷ,350 m²,6,Không có thông tin,"Mê Linh, Hà Nội","Dự án KĐT Quang Minh, Đường Cao tốc Thăng Long Nội Bài, Thị trấn Quang Minh, Mê Linh, Hà Nội"
"Cần bán 190m2 đấu giá thôn 14 nằm trong khu phố nhậu Vin 2, hưởng trọn tiện ích xây dựng 7 tầng",Giá thỏa thuận,190 m²,Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
Chính chủ bán chung cư nhà 17T DT 152m2 nhà căn góc đã sửa chữa cực đẹp - nội thất cao cấp,Giá thỏa thuận,152 m²,3,2,"Cầu Giấy, Hà Nội","Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội"
"Bán shophouse Terra An Hưng 65m2 vị trí KD cực tốt, thuê 45tr) giá 26tỷ5 (thương lượng), 0917 136 ***","26,5 tỷ",65 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Dự án The Terra An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội"
"Chính chủ cần bán, Thạc Quả - Dục Tú - Đông Anh Dt 42,8m2","2,85 tỷ","42,8 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Thôn Thạc Quả, Xã Dục Tú, Đông Anh, Hà Nội"
"Duy nhất 8,4m mặt Quốc lộ 6 khu công nghiệp Lương Sơn, Lương Sơn, Hòa Bình, có sổ đỏ","7,8 tỷ",103 m²,Không có thông tin,Không có thông tin,"Lương Sơn, Hòa Bình","Đường Quốc Lộ 6, Thị trấn Lương Sơn, Lương Sơn, Hòa Bình"
"Bán đất Thuỷ Nguyên, trung tâm hành chính diện tích 60m2; 120m2; 300m2 giá từ 20 triệu/1m2 trở lên","5,15 tỷ",120 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Dự án Khu đô thị Bắc Sông Cấm, Xã Tân Dương, Thủy Nguyên, Hải Phòng"
"Bán dự án Hoàng Huy tại thành phố Thuỷ Nguyên, Hải Phòng, đối diện trung tâm hành chính",Giá thỏa thuận,77 m²,5,5,"Thủy Nguyên, Hải Phòng","Dự án Hoàng Huy New City, Phường Dương Quan, Thủy Nguyên, Hải Phòng"
Bán Đất tặng nhà 150m2 tại trung tâm Minh Tân Kiến Thụy cách huyện lô chỉ 20m,"2,15 tỷ","150,8 m²",Không có thông tin,Không có thông tin,"Kiến Thụy, Hải Phòng","THôn Thống Nhất, Đường 362, Xã Minh Tân, Kiến Thụy, Hải Phòng"
Đất nền KĐT VCN Phước Hải - Lô 330 giá tốt nhất đầu tư và lô góc đẹp nhất,"18,15 tỷ",330 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","VCN Phước Hải, Đường Thích Quảng Đức, Phường Phước Hải, Nha Trang, Khánh Hòa"
Tòa căn hộ Nguyễn Chí Thanh 110m2 6T thang máy sổ đẹp ngõ ôtô 7 chỗ vào nhà 28.3 tỷ,"28,3 tỷ",110 m²,6,6,"Đống Đa, Hà Nội","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội"
"Chuyên bán căn hộ 1PN-2PN-3PN tại chung cư Everrich Quận 5, có sổ hồng và đầy đủ pháp lý","5,5 tỷ",83 m²,2,2,"Quận 5, Hồ Chí Minh","The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh"
"Chuyên bán căn hộ 1PN-2PN-3PN tại chung cư Everrich Quận 5, có sổ hồng và đầy đủ pháp lý","5,5 tỷ",83 m²,2,2,"Quận 5, Hồ Chí Minh","The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh"
"Chính chủ bán gấp căn hộ 3PN, 106m2 full nội thất cao cấp, view trung tâm siêu đẹp, đã có sổ hồng","10,2 tỷ",106 m²,3,2,"Quận 5, Hồ Chí Minh","The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh"
Hỗ trợ chuyển nhượng căn hộ tại Sunrise Riverside 2PN và 3PN giá tốt,"3,85 tỷ",70 m²,2,2,"Nhà Bè, Hồ Chí Minh","Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Chính chủ bán 65m2 đất thổ cư siêu đẹp, ngay sát QL21A mở rộng, gần đại học FPT và khu CNC Hoà Lạc","1,75 tỷ",65 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội"
Chính chủ cần bán gấp 115m2 đất siêu đẹp gần QL21 mở rộng và CNC và FPT Hoà Lạc. Giá 21 triệu/m2,"2,4 tỷ",115 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội"
"Bán biệt thự - Liền kề KĐT Vân Canh. DT: 100m2, 110m2, 114m2, 150m2, 200m2, 280m2, 300m2, 370m2",Giá thỏa thuận,100 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án Khu đô thị Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội"
"Bán mảnh đất thổ cư 96m2 siêu đẹp tại Hoà Lạc giá chỉ 2x triệu/m2, ngay sát đại học gia và khu CNC","2,5 tỷ",96 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Đường 21, Xã Thạch Hòa, Thạch Thất, Hà Nội"
"Chính chủ bán nhà lô góc ô tô đỗ cửa xây mới, 33m2 x 5T, giá 4,35 tỷ, tại Kim Chung Hoài Đức Hà Nội","4,35 tỷ",33 m²,4,4,"Hoài Đức, Hà Nội","Đường Di Trạch, Xã Kim Chung, Hoài Đức, Hà Nội"
"Chính chủ bán gấp 60,5m2 đất thổ cư tại Cổ Đông Sơn Tây Hà Nội, giá nhỉnh 1 tỷ. LH: 0977 123 ***","1,65 tỷ","60,5 m²",Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Đường Đồng Trạng, Xã Cổ Đông, Sơn Tây, Hà Nội"
Choáng ngợp quỹ căn đầu tư 1PN và 1PN+ Lumiere Springbay giá siêu tốt chỉ 2tỷ6 lh 0333 673 ***,"2,8 tỷ","43,2 m²",Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","Dự án Lumiere SpringBay, Xã Long Hưng, Văn Giang, Hưng Yên"
"Dòng tiền quyết định tự do tài chính , chung cư thương mại căn 2PN 44,18m2, giá chỉ 820tr",820 triệu,"44,18 m²",2,1,"Yên Phong, Bắc Ninh","Đường Ấp Đồn, Xã Yên Trung, Yên Phong, Bắc Ninh"
"Bán căn hộ chung cư Yên Phong bắc kỳ giá tốt 820 triệu, 44.18m2, 2PN, 1WC",820 triệu,"44,18 m²",2,1,"Yên Phong, Bắc Ninh","Yên Phong City, Yên Trung, Yên Phong, Bắc Ninh"
"Chính chủ bán căn 2PN DT 75m2 chung cư Eco Green city, giá 4.8 tỷ bao phí, LH: 0932 392 ***","4,8 tỷ",75 m²,2,2,"Thanh Trì, Hà Nội","Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội"
Nhà e có 1 suất ngoại giao mua rẻ hơn 100tr khu đất ở Phú Mãn. 100% thổ cư. 5p về ĐHQG CNC Hòa Lạc,"1,88 tỷ",78 m²,Không có thông tin,Không có thông tin,"Quốc Oai, Hà Nội","Phú Mãn, Quốc Oai, Hà Nội"
Bán căn Lavila full nội thất nhà mới đẹp chỉ 12 tỷ,12 tỷ,"105,6 m²",4,4,"Nhà Bè, Hồ Chí Minh","Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Nhà trung tâm Quận Thanh Xuân, Hà Nội, phân lô, ô tô tránh. Phù hợp đa loại hình cho nhà đầu tư.",37 tỷ,140 m²,11,11,"Thanh Xuân, Hà Nội","Phường Khương Mai, Thanh Xuân, Hà Nội"
"Cần bán gấp căn biệt thự song lập Ecopark 165m2, 26,5 tỷ thật và gấp ạ - mới hoàn thiện rất đẹp","26,5 tỷ",165 m²,4,4,"Văn Giang, Hưng Yên","Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên"
"E bán căn song lập Dương Cầm 8 132m2 có hầm. Chủ thiện chí bán giá cực tốt, hướng Đông Nam",Giá thỏa thuận,132 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội"
"Bán đất Độc quyền - mặt tiền Bình Minh 3, ngay gần phố đi bộ Bạch Đằng, DT 99m2",10 tỷ,99 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Phường Bình Thuận, Hải Châu, Đà Nẵng"
"Em chính chủ cần bán nhà hẻm 20, đường 160, phường Tăng Nhơn Phú A, diện tích ngang 5 x 18m","4,8 tỷ",90 m²,2,1,"Quận 9, Hồ Chí Minh","Hẻm 20, Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh"
"Ngộp bank dí buông căn 2PN 2 WC Bcons Plaza căn hộ Làng Đại Học 1,6 tỷ giá bao hết, căn vip hiếm","1,6 tỷ",52 m²,2,2,"Dĩ An, Bình Dương","Dự án Bcons Plaza, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương"
"Mặt ngõ 3 oto tải tránh - phố Thượng Thanh - 240m2 mặt tiền 12m vuông đét, 125tr/m2",30 tỷ,240 m²,Không có thông tin,Không có thông tin,"Long Biên, Hà Nội","Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội"
Bán đất mặt phố Tư Đình - đón cầu Trần Hưng Đạo - tương lai giá tăng mạnh - 115m2 MT 7.5m,"22,5 tỷ",115 m²,Không có thông tin,Không có thông tin,"Long Biên, Hà Nội","Đường Tư Đình, Phường Thạch Bàn, Long Biên, Hà Nội"
Hàng hiếm 5 lô góc 2 mặt tiền phố biển Mỹ Khê ngay Nguyễn Văn Thoại giá đầu tư chỉ từ 150tr/m2,65 tỷ,234 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Đường Nguyễn Văn Thoại, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng"
"Nhà mặt phố bán tại Lê Lợi, Ngô Quyền, Hải Phòng, 139 triệu, 122m2, hàng hiếm!",139 triệu,122 m²,4,4,"Ngô Quyền, Hải Phòng","Đường Lê Lợi, Phường Lê Lợi, Ngô Quyền, Hải Phòng"
"Cần bán nhà Trịnh Thị Miếng, 4 x 12m, gác lửng đúc PK, 2PN, p/thờ, nhà mới cực đẹp","1,65 tỷ",80 m²,2,2,"Hóc Môn, Hồ Chí Minh","Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh"
"Lô đất đẹp trung tâm Phú Riềng, dân đông kín, nhu cầu thực, giá mềm cơ hội đầu tư tốt","2,2 tỷ","593,7 m²",Không có thông tin,Không có thông tin,"Phú Riềng, Bình Phước","Đường ĐT 741, Xã Phú Riềng, Phú Riềng, Bình Phước"
Booking căn hộ cao cấp Tại The Cosmopolitan - Imperia Signature Cổ Loa. Ưu đãi tốt nhất,Giá thỏa thuận,59 m²,2,Không có thông tin,"Đông Anh, Hà Nội","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội"
"Đổ nợ cần bán gấp nhà hẻm lớn Lê Hồng Phong, Q10 sổ sạch không tranh chấp sang tên liền. Giá 4tỷ250","4,25 tỷ",55 m²,4,3,"Quận 10, Hồ Chí Minh","Đường Lê Hồng Phong, Phường 6, Quận 10, Hồ Chí Minh"
Liền kề ngon - bổ - rẻ duy nhất 1 căn áp góc từ chủ đầu tư Vinhomes với 2.8 tỷ nhà 5 tầng,8 tỷ,63 m²,4,3,"Văn Giang, Hưng Yên","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên"
"BÁN ĐẤT NỀN KHU LOVERA PARK, KHANG ĐIỀN BÌNH CHÁNH. GIÁ CHỈ 5,3 TỶ/100 M2","5,3 tỷ",100 m²,Không có thông tin,Không có thông tin,"Bình Chánh, Hồ Chí Minh","Khang Điền Bình Chánh, Trịnh Quang Nghị, Phong Phú, Bình Chánh, Hồ Chí Minh"
"Căn hộ 2PN 2WC - 76m2 - Bán 5,5 tỷ - Sunrise City Central","5,5 tỷ",76 m²,2,2,"Quận 7, Hồ Chí Minh","Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
"Bán lô 50,8m Lương Quy cách thị trấn chỉ 1km; thông ô tô, giáp khu liên hợp thể thao Đông Anh","3,35 tỷ","50,8 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Xã Xuân Nộn, Đông Anh, Hà Nội"
Độc nhất vô nhị. Toà CCMN 7 tầng ngay trung tâm cách phố Xã Đàn 50m ngõ oto sát cửa. Chỉ 12.7 tỷ,"12,7 tỷ",50 m²,11,11,"Đống Đa, Hà Nội","Đường Đê La Thành, Phường Phương Liên, Đống Đa, Hà Nội"
"Khu nhà giàu Bình Phú, gần Metro Bình phú , 4 tầng, Đường xe hơi, nhỉnh 11 tỷ","11,99 tỷ",80 m²,5,Không có thông tin,"Quận 6, Hồ Chí Minh","Đường Bình Phú, Phường 11, Quận 6, Hồ Chí Minh"
Bảng hàng chuyển nhượng các căn 2N - 3N giá tốt nhất dự án Le Grand Jardin Sài Đồng,"3,2 tỷ",57 m²,2,1,"Long Biên, Hà Nội","Le Grand Jardin Sài Đồng, Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội"
"Bán 2 lô liền kề mặt tiền đường Ấp 7 -An Phước,6000m2 -600m2 tc ,ngang rộng 80m,40 tỷ thương lượng",40 tỷ,6.000 m²,Không có thông tin,Không có thông tin,"Long Thành, Đồng Nai","Phố Thương gia Phùng Hưng, Đường Ấp 7, Xã An Phước, Long Thành, Đồng Nai"
Bán gấp nhà mặt tiền Trần Hưng Đạo - giá ngộp rẻ,"5,9 tỷ",59 m²,Không có thông tin,Không có thông tin,"Dĩ An, Bình Dương","Đường Trần Hưng Đạo, Phường Dĩ An, Dĩ An, Bình Dương"
"Bán lô đất diện tích 183 m2 giá chỉ 20 tr/m2 tại Hạ Bằng, Thạch Thất, sát khu công nghệ cao Hoà Lạc","3,66 tỷ",183 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Hạ Bằng, Thạch Thất, Hà Nội"
"Bán gấp biệt thự Nine South Nam Sài Gòn DT 140m2 thiết kế 4PN 5WC full nội thất giá chốt 17,3tỷ","17,3 tỷ",140 m²,4,5,"Nhà Bè, Hồ Chí Minh","Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
